"Site","Quadrat","Year","Depth metres","Temperature celsius","Sand %","Macroalgae %","Microalgae %","Corals %"
"LTER04","Q3.7",2017,"1",28.0708088753452,90.4,2.8,5.6,1.2
"LTER05","Q3.7",2017,"1",28.1966917436435,0.6,0,22.5,75.1
"LTER06","Q3.7",2017,"1",28.3799132867838,13.1,53.4,28.4,1.7
"LTER01","Q3.7",2018,"1",28.0732817797417,21.7,31,27.2,4.3
"LTER03","Q3.7",2018,"1",27.9639161917708,21.5,0,77.4,0.5
"LTER04","Q3.7",2018,"1",27.9599065741306,35.6,12.6,31.4,15.2
"LTER05","Q3.7",2018,"1",28.1035164312098,0.5,0,1.1,92.9
"LTER06","Q3.7",2018,"1",27.9144224900429,60.3,14,21.8,4
"LTER01","Q3.7",2019,"1",27.2845838001952,27.2,48.9,3.3,9.4
"LTER03","Q3.7",2019,"1",28.1140556868425,82.7,0,6.1,1.7
"LTER04","Q3.7",2019,"1",27.805624841443,78.7,0,2.1,11.7
"LTER05","Q3.7",2019,"1",28.1542794759825,3.8,0.5,3.2,90.9
"LTER06","Q3.7",2019,"1",28.3183883003953,41,47,4.9,7.1
"LTER01","Q3.7",2020,"1",28.3060439717665,0,18.5,0,4.6
"LTER03","Q3.7",2020,"1",28.1726081920207,0,0,0,3.2
"LTER04","Q3.7",2020,"1",28.1994896370438,0,0,0,16.1
"LTER05","Q3.7",2020,"1",28.2084073806628,0,2.7,0,94.6
"LTER06","Q3.7",2020,"1",27.9783467231688,0,58.7,0,1.1
"LTER01","Q3.7",2021,"1",28.5024019399302,2.8,30,62.8,3.9
"LTER03","Q3.7",2021,"1",28.3892764139428,9.9,0,87.8,1.7
"LTER04","Q3.7",2021,"1",28.3469249650564,47.2,4.5,38.8,7.9
"LTER05","Q3.7",2021,"1",28.5428812559888,0,5.5,13.1,80.9
"LTER06","Q3.7",2021,"1",28.5016351606805,1.6,40.4,54.3,3.7
"LTER01","Q3.8",2005,"1",27.5293184924819,0,15.7,39,43.4
"LTER02","Q3.8",2005,"1",27.594211757064,0,0,99.4,0.6
"LTER03","Q3.8",2005,"1",NA,4.1,0,85.5,10.5
"LTER04","Q3.8",2005,"1",NA,6.7,1.2,50.3,41.8
"LTER06","Q3.8",2005,"1",NA,6.6,17.5,62.7,13.2
"LTER01","Q3.8",2006,"1",28.0624931423347,0,0,63.6,36.4
"LTER02","Q3.8",2006,"1",28.2292330092039,0,1.8,72.4,25.7
"LTER03","Q3.8",2006,"1",27.6003052204659,5.7,0,78.7,15.5
"LTER04","Q3.8",2006,"1",27.5750067609736,4.1,0,41.5,54.4
"LTER05","Q3.8",2006,"1",27.6266973004021,0,0,7.4,92.6
"LTER06","Q3.8",2006,"1",27.6461775296144,10,0,78.8,11.2
"LTER01","Q3.8",2007,"1",28.0634093245878,3.2,1.6,52.1,0
"LTER02","Q3.8",2007,"1",27.4090923974943,4.6,0,49.2,0
"LTER03","Q3.8",2007,"1",28.0712776324747,3.6,0,57.7,33.4
"LTER04","Q3.8",2007,"1",28.0299992839754,3.6,0,39.6,56.8
"LTER06","Q3.8",2007,"1",28.0809681683398,3.3,15.2,67.4,12.5
"LTER01","Q3.8",2008,"1",27.6146916441844,6.5,1.5,30.5,61.5
"LTER02","Q3.8",2008,"1",27.7110048381094,22.5,8.5,22,47
"LTER03","Q3.8",2008,"1",27.820307308452,22.2,0,39.9,37.9
"LTER04","Q3.8",2008,"1",27.6445644864074,40.5,1.5,26.5,31.5
"LTER06","Q3.8",2008,"1",27.6501033257992,35.5,3,55.5,4.5
"LTER01","Q3.8",2009,"1",27.9906445963182,0,3.1,40.3,56.5
"LTER02","Q3.8",2009,"1",28.0414380366696,80,0,17.9,2.1
"LTER03","Q3.8",2009,"1",27.994474226357,5.6,0,69.7,24.7
"LTER04","Q3.8",2009,"1",27.9707363972128,43.5,0,34.2,22.3
"LTER05","Q3.8",2009,"1",28.0576962174716,0,0,0,100
"LTER06","Q3.8",2009,"1",28.1397490753499,56,0,18.7,24.4
"LTER01","Q3.8",2010,"1",27.887508013432,6.9,1.1,22.9,69.1
"LTER02","Q3.8",2010,"1",27.9095695528069,0,3.1,88.7,8.2
"LTER03","Q3.8",2010,"1",27.9704774682195,7.7,0,71.3,21
"LTER04","Q3.8",2010,"1",27.8959225000952,58,0,36.8,5.2
"LTER05","Q3.8",2010,"1",28.2852811235068,0,0,0,100
"LTER06","Q3.8",2010,"1",27.8899431028905,32.2,0,40.4,27.3
"LTER01","Q3.8",2011,"1",27.229412682704,5.5,12,24.6,57.9
"LTER02","Q3.8",2011,"1",27.2557628312519,23.3,6.2,26.7,43.8
"LTER03","Q3.8",2011,"1",27.5005280113145,26.5,0,69.8,3.7
"LTER04","Q3.8",2011,"1",27.2244127165429,39.3,4.5,41.6,14.6
"LTER05","Q3.8",2011,"1",27.2567307991495,0,1.1,2.1,96.8
"LTER06","Q3.8",2011,"1",27.2498702041283,63.4,3.6,31.4,1.5
"LTER01","Q3.8",2012,"1",27.7841114724171,2.1,53.4,9.5,34.9
"LTER02","Q3.8",2012,"1",27.758065649754,0,4.4,91.2,4.4
"LTER03","Q3.8",2012,"1",27.6645911251981,29,0,69.4,1.6
"LTER04","Q3.8",2012,"1",27.7159185300482,41.3,1.1,36.9,20.7
"LTER05","Q3.8",2012,"1",27.8079607537708,0,0,25.1,74.9
"LTER06","Q3.8",2012,"1",27.7190939144643,63.4,15.6,17.2,3.8
"LTER01","Q3.8",2013,"1",27.6504694813144,1.6,21.8,49.5,27.1
"LTER03","Q3.8",2013,"1",27.5195094462167,12.1,0,86.1,1.7
"LTER04","Q3.8",2013,"1",27.4603885629097,41,0,31.2,27.8
"LTER05","Q3.8",2013,"1",27.471182624576,0,0,45.8,52.1
"LTER06","Q3.8",2013,"1",27.4961078703076,39.4,5.7,46.6,8.3
"LTER01","Q3.8",2014,"1",27.7898602262202,0.5,12.5,58.1,28.8
"LTER02","Q3.8",2014,"1",27.8362737713179,1.1,7.7,87.4,2.2
"LTER03","Q3.8",2014,"1",27.8329987813702,18.9,0,80,1.1
"LTER04","Q3.8",2014,"1",27.7586491685873,27.2,28.3,34.1,10.4
"LTER06","Q3.8",2014,"1",27.8239230913424,1.1,20.6,68.9,9.4
"LTER01","Q3.8",2015,"1",28.2533522618363,0,56.6,20.8,22
"LTER03","Q3.8",2015,"1",27.9845805333993,12.4,0,86.4,1.1
"LTER04","Q3.8",2015,"1",27.909146250928,20.6,1.1,62.3,15.4
"LTER05","Q3.8",2015,"1",28.0040059573818,0.6,0,42.3,56.6
"LTER06","Q3.8",2015,"1",27.9921481749462,0.5,63.3,28.2,7.4
"LTER01","Q3.8",2016,"1",28.0406091074866,0,53.2,24,22.2
"LTER03","Q3.8",2016,"1",28.164708877111,1.8,6.7,86.5,4.9
"LTER04","Q3.8",2016,"1",28.0995342611403,29.8,16.9,31.5,21.9
"LTER05","Q3.8",2016,"1",28.2164700007308,2.3,0,20.3,76.3
"LTER06","Q3.8",2016,"1",28.2387807610512,0.6,23.3,75,1.1
"LTER01","Q3.8",2017,"1",28.3689186879477,4,78.5,16.4,0
"LTER03","Q3.8",2017,"1",28.3763806299676,35.5,2.9,58.1,1.8
"LTER04","Q3.8",2017,"1",28.0708088753452,25,0.6,23.9,49.4
"LTER05","Q3.8",2017,"1",28.1966917436435,1.7,0,3.4,93.9
"LTER06","Q3.8",2017,"1",28.3799132867838,6,63.4,22.4,0.5
"LTER01","Q3.8",2018,"1",28.0732817797417,1.7,38.9,43.3,13.9
"LTER03","Q3.8",2018,"1",27.9639161917708,20.4,1.7,74.6,1.7
"LTER04","Q3.8",2018,"1",27.9599065741306,7.7,5.5,66.8,19.9
"LTER05","Q3.8",2018,"1",28.1035164312098,1.1,0,2.1,84.7
"LTER06","Q3.8",2018,"1",27.9144224900429,2.2,40.5,23.8,0
"LTER01","Q3.8",2019,"1",27.2845838001952,29.5,37.4,11.1,1.6
"LTER03","Q3.8",2019,"1",28.1140556868425,46.2,3.5,11.2,21.9
"LTER04","Q3.8",2019,"1",27.805624841443,31.6,10.2,9.6,31
"LTER05","Q3.8",2019,"1",28.1542794759825,0,0,6,91.3
"LTER06","Q3.8",2019,"1",28.3183883003953,6.5,87,4.3,0
"LTER01","Q3.8",2020,"1",28.3060439717665,0,24.2,0,2.1
"LTER03","Q3.8",2020,"1",28.1726081920207,0,0,0,6.5
"LTER04","Q3.8",2020,"1",28.1994896370438,0,0,0,18.8
"LTER05","Q3.8",2020,"1",28.2084073806628,0,4.9,0,92.3
"LTER06","Q3.8",2020,"1",27.9783467231688,0,54.7,0,0
"LTER01","Q3.8",2021,"1",28.5024019399302,2.2,35.2,56,5.5
"LTER03","Q3.8",2021,"1",28.3892764139428,14,4.8,66.1,15.1
"LTER04","Q3.8",2021,"1",28.3469249650564,13.7,9.9,47.8,28
"LTER05","Q3.8",2021,"1",28.5428812559888,0,5.2,13.2,77.6
"LTER06","Q3.8",2021,"1",28.5016351606805,0,50.8,45.4,3.8
"LTER01","Q4.1",2005,"1",27.5293184924819,20.6,0,0,79.4
"LTER02","Q4.1",2005,"1",27.594211757064,0,0,97.4,2.6
"LTER03","Q4.1",2005,"1",NA,0,0,79,21
"LTER04","Q4.1",2005,"1",NA,9.9,0,47.4,42.7
"LTER05","Q4.1",2005,"1",NA,4.3,0,57.3,38.4
"LTER06","Q4.1",2005,"1",NA,0,29.5,68.1,2.4
"LTER01","Q4.1",2006,"1",28.0624931423347,8.9,0,43.3,47.8
"LTER02","Q4.1",2006,"1",28.2292330092039,0,7.6,83.4,8.9
"LTER03","Q4.1",2006,"1",27.6003052204659,0,0,72,28
"LTER04","Q4.1",2006,"1",27.5750067609736,12.7,0,47,40.3
"LTER05","Q4.1",2006,"1",27.6266973004021,1.8,0,15.4,82.8
"LTER06","Q4.1",2006,"1",27.6461775296144,0,20.2,77.9,1.8
"LTER01","Q4.1",2007,"1",28.0634093245878,3.1,0,32.6,0
"LTER02","Q4.1",2007,"1",27.4090923974943,0,2.2,88.6,1.6
"LTER03","Q4.1",2007,"1",28.0712776324747,0.5,0,54.1,40
"LTER04","Q4.1",2007,"1",28.0299992839754,19.6,0,45.7,34.8
"LTER05","Q4.1",2007,"1",28.117369361003,0.5,0,36.6,60.2
"LTER06","Q4.1",2007,"1",28.0809681683398,0,15.3,63.5,0
"LTER01","Q4.1",2008,"1",27.6146916441844,6.7,7.2,35.9,50.3
"LTER02","Q4.1",2008,"1",27.7110048381094,4,0,72.9,23.1
"LTER03","Q4.1",2008,"1",27.820307308452,2,0,54.5,43.5
"LTER04","Q4.1",2008,"1",27.6445644864074,49,0,22.5,28.5
"LTER05","Q4.1",2008,"1",27.7679004491018,0,0,45,55
"LTER06","Q4.1",2008,"1",27.6501033257992,0,12.5,86.5,1
"LTER01","Q4.1",2009,"1",27.9906445963182,0.5,4.2,47.4,47.9
"LTER02","Q4.1",2009,"1",28.0414380366696,0,0.5,99.5,0
"LTER03","Q4.1",2009,"1",27.994474226357,0,0,45,55
"LTER04","Q4.1",2009,"1",27.9707363972128,49.5,0,48.4,2.1
"LTER05","Q4.1",2009,"1",28.0576962174716,0,0,78.8,21.2
"LTER06","Q4.1",2009,"1",28.1397490753499,0,9.2,85.3,5.4
"LTER01","Q4.1",2010,"1",27.887508013432,0.5,7.5,24.6,67.4
"LTER02","Q4.1",2010,"1",27.9095695528069,0,0.5,95.2,4.2
"LTER03","Q4.1",2010,"1",27.9704774682195,2.7,0,67.4,29.9
"LTER04","Q4.1",2010,"1",27.8959225000952,92.9,0,6,1.1
"LTER05","Q4.1",2010,"1",28.2852811235068,41.6,0,6.3,52.1
"LTER06","Q4.1",2010,"1",27.8899431028905,0,11.1,83.6,4.8
"LTER01","Q4.1",2011,"1",27.229412682704,2.2,16.5,19.8,61.6
"LTER02","Q4.1",2011,"1",27.2557628312519,0,0,97.3,1.1
"LTER03","Q4.1",2011,"1",27.5005280113145,0.5,0.5,85.3,13.7
"LTER04","Q4.1",2011,"1",27.2244127165429,13.7,1.1,76.4,8.8
"LTER05","Q4.1",2011,"1",27.2567307991495,2.2,5.5,50.3,42
"LTER06","Q4.1",2011,"1",27.2498702041283,0.5,4.8,94.1,0.5
"LTER01","Q4.1",2012,"1",27.7841114724171,0,71.6,3.8,24.6
"LTER02","Q4.1",2012,"1",27.758065649754,0,0.6,97.2,2.2
"LTER03","Q4.1",2012,"1",27.6645911251981,0.5,0.5,95.7,3.3
"LTER04","Q4.1",2012,"1",27.7159185300482,44.3,1.6,41.5,12.6
"LTER05","Q4.1",2012,"1",27.8079607537708,5.9,4.8,55.4,33.9
"LTER06","Q4.1",2012,"1",27.7190939144643,0.5,27.5,68.1,3.8
"LTER01","Q4.1",2013,"1",27.6504694813144,1.1,22.9,71.6,4.4
"LTER02","Q4.1",2013,"1",27.506674492737,0,2.2,96.1,0.6
"LTER03","Q4.1",2013,"1",27.5195094462167,6.6,1.6,91.2,0.6
"LTER04","Q4.1",2013,"1",27.4603885629097,56.5,0,38.7,3.8
"LTER05","Q4.1",2013,"1",27.471182624576,3.4,4.5,57.5,34.1
"LTER06","Q4.1",2013,"1",27.4961078703076,0.6,0.6,96.1,2.8
"LTER01","Q4.1",2014,"1",27.7898602262202,5.3,26.7,59.9,8
"LTER02","Q4.1",2014,"1",27.8362737713179,0.5,6.5,90.8,1.6
"LTER03","Q4.1",2014,"1",27.8329987813702,5,0,92.9,2.2
"LTER04","Q4.1",2014,"1",27.7586491685873,45,29.1,25.3,0.6
"LTER05","Q4.1",2014,"1",27.904828222844,0,2.2,68.3,27.9
"LTER06","Q4.1",2014,"1",27.8239230913424,0.6,17.1,74.6,6.6
"LTER01","Q4.1",2015,"1",28.2533522618363,4.9,53.8,36.3,3.8
"LTER02","Q4.1",2015,"1",27.9682522385216,0,14.1,82.7,0.5
"LTER03","Q4.1",2015,"1",27.9845805333993,8.3,0,88.9,2.3
"LTER04","Q4.1",2015,"1",27.909146250928,44.5,9.8,42.8,2.9
"LTER05","Q4.1",2015,"1",28.0040059573818,2.3,0.6,62.6,33.9
"LTER06","Q4.1",2015,"1",27.9921481749462,0.5,70.3,25.1,3.1
"LTER01","Q4.1",2016,"1",28.0406091074866,1.3,62.9,27,5.6
"LTER02","Q4.1",2016,"1",28.1715244481593,0,24.4,74.4,0
"LTER03","Q4.1",2016,"1",28.164708877111,0.6,0.6,93.8,4.3
"LTER04","Q4.1",2016,"1",28.0995342611403,55.4,3.4,11.3,30
"LTER05","Q4.1",2016,"1",28.2164700007308,4.6,9.8,41.6,41.1
"LTER06","Q4.1",2016,"1",28.2387807610512,1.7,47.1,49.4,1.1
"LTER01","Q4.1",2017,"1",28.3689186879477,0,72.5,24.6,1.8
"LTER02","Q4.1",2017,"1",28.3462896403142,0,24.9,68.5,0
"LTER03","Q4.1",2017,"1",28.3763806299676,18.9,1.1,62.7,4.3
"LTER04","Q4.1",2017,"1",28.0708088753452,26.9,5.7,32,35.5
"LTER05","Q4.1",2017,"1",28.1966917436435,9.5,4.8,23.8,60.7
"LTER06","Q4.1",2017,"1",28.3799132867838,6.7,58.7,29.6,0
"LTER01","Q4.1",2018,"1",28.0732817797417,5.9,31.9,50.3,3.2
"LTER02","Q4.1",2018,"1",28.0082232156987,3.7,11.8,35.8,0
"LTER03","Q4.1",2018,"1",27.9639161917708,15,3.7,66.8,4.3
"LTER04","Q4.1",2018,"1",27.9599065741306,38,1.7,24.6,34.1
"LTER05","Q4.1",2018,"1",28.1035164312098,7.7,1.6,16.9,66.7
"LTER06","Q4.1",2018,"1",27.9144224900429,16.2,34.1,44.1,0
"LTER01","Q4.1",2019,"1",27.2845838001952,36.4,32.4,15.3,4
"LTER02","Q4.1",2019,"1",28.1940967334076,3.7,68.8,10.1,0.5
"LTER03","Q4.1",2019,"1",28.1140556868425,50.3,1.6,11.4,3.2
"LTER04","Q4.1",2019,"1",27.805624841443,54,4.8,3.7,30.7
"LTER05","Q4.1",2019,"1",28.1542794759825,1.6,2.2,2.7,83.7
"LTER06","Q4.1",2019,"1",28.3183883003953,21.5,61.3,14,0
"LTER01","Q4.1",2020,"1",28.3060439717665,0,17.6,0,9.5
"LTER02","Q4.1",2020,"1",28.1366869747899,0,46.4,0,0.5
"LTER03","Q4.1",2020,"1",28.1726081920207,0,0,0,5.8
"LTER04","Q4.1",2020,"1",28.1994896370438,0,0,0,15
"LTER05","Q4.1",2020,"1",28.2084073806628,0,1.1,0,89.8
"LTER06","Q4.1",2020,"1",27.9783467231688,0,39.2,0,0
"LTER01","Q4.1",2021,"1",28.5024019399302,1.6,56.6,37.9,2.7
"LTER02","Q4.1",2021,"1",28.4131850842418,0,42.3,54.9,2.2
"LTER03","Q4.1",2021,"1",28.3892764139428,0.5,4.7,89.5,4.2
"LTER04","Q4.1",2021,"1",28.3469249650564,39.2,2.7,44.6,12.9
"LTER05","Q4.1",2021,"1",28.5428812559888,0,0,20.5,77.4
"LTER06","Q4.1",2021,"1",28.5016351606805,0,32.4,67.6,0
"LTER01","Q4.2",2005,"1",27.5293184924819,58.8,6.7,29.7,4.8
"LTER02","Q4.2",2005,"1",27.594211757064,0,6.6,80.9,12.6
"LTER03","Q4.2",2005,"1",NA,16.4,0,74.8,8.8
"LTER04","Q4.2",2005,"1",NA,8.3,0,42.6,49.1
"LTER05","Q4.2",2005,"1",NA,1.8,0,0,98.2
"LTER06","Q4.2",2005,"1",NA,0.6,34.1,64,1.2
"LTER01","Q4.2",2006,"1",28.0624931423347,12,0,51.3,36.7
"LTER02","Q4.2",2006,"1",28.2292330092039,0,4.2,95.8,0
"LTER03","Q4.2",2006,"1",27.6003052204659,0,0,50.9,49.2
"LTER04","Q4.2",2006,"1",27.5750067609736,11.4,0,50.9,37.7
"LTER05","Q4.2",2006,"1",27.6266973004021,11.9,0,32.1,56
"LTER06","Q4.2",2006,"1",27.6461775296144,0,7,90.7,2.3
"LTER01","Q4.2",2007,"1",28.0634093245878,9.1,0,32.6,0
"LTER02","Q4.2",2007,"1",27.4090923974943,0.5,0,90.6,0
"LTER03","Q4.2",2007,"1",28.0712776324747,1.5,0,59.5,39
"LTER04","Q4.2",2007,"1",28.0299992839754,8.6,0,55.9,34.9
"LTER05","Q4.2",2007,"1",28.117369361003,0,0,8.2,91.8
"LTER06","Q4.2",2007,"1",28.0809681683398,0,19.5,68.1,1.6
"LTER01","Q4.2",2008,"1",27.6146916441844,41.3,0,21.4,37.2
"LTER02","Q4.2",2008,"1",27.7110048381094,0,1,95,4
"LTER03","Q4.2",2008,"1",27.820307308452,4,0,27,69
"LTER04","Q4.2",2008,"1",27.6445644864074,80.5,1.5,2.5,15.5
"LTER05","Q4.2",2008,"1",27.7679004491018,3,1,1,94.9
"LTER06","Q4.2",2008,"1",27.6501033257992,0,22.3,71.1,6.6
"LTER01","Q4.2",2009,"1",27.9906445963182,27.8,0,36.1,36.1
"LTER02","Q4.2",2009,"1",28.0414380366696,0,3.7,92.6,3.7
"LTER03","Q4.2",2009,"1",27.994474226357,3.1,0,40.8,56.1
"LTER04","Q4.2",2009,"1",27.9707363972128,51.1,0.5,18.4,30
"LTER05","Q4.2",2009,"1",28.0576962174716,0,0,14.2,85.8
"LTER06","Q4.2",2009,"1",28.1397490753499,0,36,61.9,2.1
"LTER01","Q4.2",2010,"1",27.887508013432,20.9,0,16.2,62.8
"LTER02","Q4.2",2010,"1",27.9095695528069,0,0,0,100
"LTER03","Q4.2",2010,"1",27.9704774682195,0,0,58,42
"LTER04","Q4.2",2010,"1",27.8959225000952,84.9,0,13.5,1.6
"LTER05","Q4.2",2010,"1",28.2852811235068,0,0,2.1,97.9
"LTER06","Q4.2",2010,"1",27.8899431028905,0.5,22.7,71.9,4.8
"LTER01","Q4.2",2011,"1",27.229412682704,13.1,0,42.4,44.5
"LTER02","Q4.2",2011,"1",27.2557628312519,0,0.5,92,7.5
"LTER03","Q4.2",2011,"1",27.5005280113145,0,0,78.1,21.8
"LTER04","Q4.2",2011,"1",27.2244127165429,37.3,0.5,43.2,18.9
"LTER05","Q4.2",2011,"1",27.2567307991495,0,0,8.8,91.2
"LTER06","Q4.2",2011,"1",27.2498702041283,0,10.6,85.7,3.7
"LTER01","Q4.2",2012,"1",27.7841114724171,9.9,0,82.4,7.6
"LTER02","Q4.2",2012,"1",27.758065649754,0,0,95.7,4.3
"LTER03","Q4.2",2012,"1",27.6645911251981,0,0,95.1,4.9
"LTER04","Q4.2",2012,"1",27.7159185300482,50.8,3.3,26,19.9
"LTER05","Q4.2",2012,"1",27.8079607537708,0,1.1,19.2,79.7
"LTER06","Q4.2",2012,"1",27.7190939144643,0,38.8,57.4,3.8
"LTER01","Q4.2",2013,"1",27.6504694813144,15.5,0,82.9,0.5
"LTER02","Q4.2",2013,"1",27.506674492737,0,3.2,95.2,1.6
"LTER03","Q4.2",2013,"1",27.5195094462167,1.1,0,94.6,4.4
"LTER04","Q4.2",2013,"1",27.4603885629097,33.9,0,42.1,24.1
"LTER05","Q4.2",2013,"1",27.471182624576,0,2.2,32.4,65.4
"LTER06","Q4.2",2013,"1",27.4961078703076,3.9,6.2,78.1,11.2
"LTER01","Q4.2",2014,"1",27.7898602262202,20.6,3.8,71.2,3.3
"LTER02","Q4.2",2014,"1",27.8362737713179,0,1.1,95.2,3.8
"LTER03","Q4.2",2014,"1",27.8329987813702,9.8,0,83.2,7.1
"LTER04","Q4.2",2014,"1",27.7586491685873,39.4,4.4,45.6,10.6
"LTER05","Q4.2",2014,"1",27.904828222844,0,1.1,26.6,70.7
"LTER06","Q4.2",2014,"1",27.8239230913424,6.3,7.5,82.2,2.9
"LTER01","Q4.2",2015,"1",28.2533522618363,9.4,5.8,81.9,2.3
"LTER02","Q4.2",2015,"1",27.9682522385216,0,3.9,95,1.1
"LTER03","Q4.2",2015,"1",27.9845805333993,1.7,0,93.8,3.9
"LTER04","Q4.2",2015,"1",27.909146250928,94.9,1.7,3.4,0
"LTER05","Q4.2",2015,"1",28.0040059573818,0.6,0.6,12.3,86
"LTER06","Q4.2",2015,"1",27.9921481749462,23.2,22.7,12.7,41.4
"LTER01","Q4.2",2016,"1",28.0406091074866,2.5,0,94.9,0.6
"LTER02","Q4.2",2016,"1",28.1715244481593,0,9.6,90.4,0
"LTER03","Q4.2",2016,"1",28.164708877111,0,0,98.2,1.8
"LTER04","Q4.2",2016,"1",28.0995342611403,79.2,0,12.5,8.3
"LTER05","Q4.2",2016,"1",28.2164700007308,4,0.6,6.3,79.3
"LTER06","Q4.2",2016,"1",28.2387807610512,41.9,25.6,32,0.6
"LTER01","Q4.2",2017,"1",28.3689186879477,10.1,0,80.4,1.7
"LTER02","Q4.2",2017,"1",28.3462896403142,0,0,93.3,1.7
"LTER03","Q4.2",2017,"1",28.3763806299676,2.8,6.7,80,0.6
"LTER04","Q4.2",2017,"1",28.0708088753452,24.7,3.4,62.9,7.9
"LTER05","Q4.2",2017,"1",28.1966917436435,0,0,5.2,92
"LTER06","Q4.2",2017,"1",28.3799132867838,20.5,65.5,11.7,1.2
"LTER01","Q4.2",2018,"1",28.0732817797417,19.5,0.5,64.3,1.6
"LTER02","Q4.2",2018,"1",28.0082232156987,0,5.1,28.7,3
"LTER03","Q4.2",2018,"1",27.9639161917708,3.3,1.7,72.2,2.9
"LTER04","Q4.2",2018,"1",27.9599065741306,64.6,4.5,16.9,11.8
"LTER05","Q4.2",2018,"1",28.1035164312098,4.8,0.5,2.2,87.6
"LTER06","Q4.2",2018,"1",27.9144224900429,27.8,56.7,11.2,1.6
"LTER01","Q4.2",2019,"1",27.2845838001952,47.5,6.1,14.4,2.8
"LTER02","Q4.2",2019,"1",28.1940967334076,5.9,57.5,16.1,11.8
"LTER03","Q4.2",2019,"1",28.1140556868425,39.9,6.7,31.5,4
"LTER04","Q4.2",2019,"1",27.805624841443,81.6,9.2,3.2,4.3
"LTER05","Q4.2",2019,"1",28.1542794759825,5.9,2.1,14.4,73.2
"LTER06","Q4.2",2019,"1",28.3183883003953,20.3,67.9,9.1,1.6
"LTER01","Q4.2",2020,"1",28.3060439717665,0,1.1,0,0
"LTER02","Q4.2",2020,"1",28.1366869747899,0,17.8,0,4.2
"LTER03","Q4.2",2020,"1",28.1726081920207,0,0,0,0
"LTER04","Q4.2",2020,"1",28.1994896370438,0,0,0,5.9
"LTER05","Q4.2",2020,"1",28.2084073806628,0,0,0,94.3
"LTER06","Q4.2",2020,"1",27.9783467231688,0,41.6,0,1.6
"LTER01","Q4.2",2021,"1",28.5024019399302,11.9,13,72.3,1.2
"LTER02","Q4.2",2021,"1",28.4131850842418,0,1.7,98.3,0
"LTER03","Q4.2",2021,"1",28.3892764139428,25.7,2.7,69.5,2.1
"LTER04","Q4.2",2021,"1",28.3469249650564,66.1,1.7,29.9,2.3
"LTER05","Q4.2",2021,"1",28.5428812559888,0,0,14.2,85.8
"LTER06","Q4.2",2021,"1",28.5016351606805,25.1,14.5,59.8,0.6
"LTER01","Q4.3",2005,"1",27.5293184924819,54.6,4.9,37.4,3
"LTER02","Q4.3",2005,"1",27.594211757064,8.9,0.6,82.8,7.6
"LTER03","Q4.3",2005,"1",NA,1.9,0,55.3,42.8
"LTER04","Q4.3",2005,"1",NA,22.4,0,19.4,58.2
"LTER05","Q4.3",2005,"1",NA,11.8,0,3.1,85.1
"LTER06","Q4.3",2005,"1",NA,0,19.3,69.6,11.2
"LTER01","Q4.3",2006,"1",28.0624931423347,6.6,0,72.9,20.5
"LTER02","Q4.3",2006,"1",28.2292330092039,0,2.4,59.8,37.8
"LTER03","Q4.3",2006,"1",27.6003052204659,2.9,0,64.9,32.2
"LTER04","Q4.3",2006,"1",27.5750067609736,10.4,0,29.9,59.7
"LTER05","Q4.3",2006,"1",27.6266973004021,8.6,0,79,12.3
"LTER06","Q4.3",2006,"1",27.6461775296144,0,11.7,82.8,5.5
"LTER01","Q4.3",2007,"1",28.0634093245878,51.5,0,46.9,0
"LTER02","Q4.3",2007,"1",27.4090923974943,5.2,0,23.3,0
"LTER04","Q4.3",2007,"1",28.0299992839754,6.4,0,27.7,65.5
"LTER05","Q4.3",2007,"1",28.117369361003,1.1,0,70.3,23.8
"LTER06","Q4.3",2007,"1",28.0809681683398,0.5,7,75.8,10.7
"LTER01","Q4.3",2008,"1",27.6146916441844,63.1,0,36.9,0
"LTER02","Q4.3",2008,"1",27.7110048381094,0,0,99.5,0.5
"LTER03","Q4.3",2008,"1",27.820307308452,11,0,59.5,29.5
"LTER04","Q4.3",2008,"1",27.6445644864074,74.5,1.5,14.5,9.5
"LTER05","Q4.3",2008,"1",27.7679004491018,16,0,34,50
"LTER06","Q4.3",2008,"1",27.6501033257992,4.5,14,69.5,12
"LTER01","Q4.3",2009,"1",27.9906445963182,48.5,0,25.8,25.8
"LTER02","Q4.3",2009,"1",28.0414380366696,0,3.1,91.2,4.1
"LTER03","Q4.3",2009,"1",27.994474226357,12.7,0,69.3,18
"LTER04","Q4.3",2009,"1",27.9707363972128,13.2,0.5,33.3,52.9
"LTER05","Q4.3",2009,"1",28.0576962174716,3.6,0,66.5,29.9
"LTER06","Q4.3",2009,"1",28.1397490753499,2.1,5.8,79.6,12.6
"LTER01","Q4.3",2010,"1",27.887508013432,44.1,0.5,52.8,2.6
"LTER02","Q4.3",2010,"1",27.9095695528069,0,6.2,51.3,42.6
"LTER03","Q4.3",2010,"1",27.9704774682195,2.6,0.5,72.4,24.5
"LTER04","Q4.3",2010,"1",27.8959225000952,67.9,0,19.3,12.8
"LTER05","Q4.3",2010,"1",28.2852811235068,1,0,78.1,20.8
"LTER06","Q4.3",2010,"1",27.8899431028905,10,7.8,67.8,14.4
"LTER01","Q4.3",2011,"1",27.229412682704,19.8,1.1,69.8,9.3
"LTER02","Q4.3",2011,"1",27.2557628312519,0,4.9,93.4,1.6
